user_id,item_id,rating,timestamp
2,119305,1.0,1229644800
2,83531,5.0,1229472000
2,1736,5.0,1229472000
2,104298,5.0,1229472000
2,72672,1.0,1229472000
2,36048,3.0,1229385600
2,34173,1.0,1229212800
2,93297,1.0,1228953600
2,11406,5.0,1228867200
2,113055,1.0,1228521600
2,74495,5.0,1479945600
2,99968,5.0,1479513600
2,4674,4.0,1474502400
2,63154,5.0,1473552000
2,43725,4.0,1472515200
2,35921,5.0,1471219200
2,29872,5.0,1464048000
2,111768,5.0,1463529600
2,45901,1.0,1462060800
2,101943,5.0,1458864000
2,85684,5.0,1457395200
2,12924,5.0,1457395200
2,40654,5.0,1457136000
2,67235,3.0,1456790400
2,119074,5.0,1456358400
2,9018,5.0,1455580800
2,111588,5.0,1453852800
2,103950,1.0,1453680000
2,88773,5.0,1453420800
2,69195,5.0,1452988800
2,107458,5.0,1451260800
2,64634,5.0,1450051200
2,17072,5.0,1449878400
2,114636,1.0,1449014400
2,96519,5.0,1445385600
2,97918,5.0,1445212800
2,110145,5.0,1441584000
2,15035,5.0,1437436800
2,1126,1.0,1437091200
2,77444,5.0,1436140800
2,110206,5.0,1435363200
2,120043,5.0,1434672000
2,4823,5.0,1434412800
2,35470,5.0,1434326400
2,113047,5.0,1433894400
2,38801,5.0,1433894400
2,4646,4.0,1433203200
2,91888,5.0,1432598400
2,19566,5.0,1432425600
2,109483,3.0,1431216000
2,127490,5.0,1430956800
2,68143,5.0,1430438400
2,34218,5.0,1430265600
2,50312,5.0,1429401600
2,36588,4.0,1429315200
2,35364,5.0,1428883200
2,27428,5.0,1428364800
2,84856,5.0,1426723200
2,2217,5.0,1426032000
2,21133,5.0,1425340800
2,82047,5.0,1425254400
2,46930,5.0,1424304000
2,39968,5.0,1424044800
2,88722,5.0,1424044800
2,97545,5.0,1423958400
2,2481,5.0,1423872000
2,81406,5.0,1423699200
2,40584,5.0,1423612800
2,100539,5.0,1423008000
2,118038,5.0,1422662400
2,69719,5.0,1421712000
2,34134,5.0,1421366400
2,81213,5.0,1421280000
2,57583,5.0,1420588800
2,19674,3.0,1420502400
2,51724,5.0,1420156800
2,25350,2.0,1419984000
2,76398,5.0,1419984000
2,19453,5.0,1419379200
2,98685,5.0,1418169600
2,99684,5.0,1417651200
2,29051,1.0,1417392000
2,121114,5.0,1417305600
2,97100,5.0,1417305600
2,10072,5.0,1417219200
2,67848,5.0,1415836800
2,14256,5.0,1415836800
2,103353,5.0,1415059200
2,119399,5.0,1414713600
2,95188,1.0,1414540800
2,84732,5.0,1414454400
2,11216,5.0,1413849600
2,3479,5.0,1413590400
2,32826,5.0,1413158400
2,40397,1.0,1412726400
2,65485,5.0,1412380800
2,16974,5.0,1411776000
2,16345,5.0,1411344000
2,39535,5.0,1411171200
2,21761,5.0,1411084800
2,60170,5.0,1410912000
2,92051,5.0,1410652800
2,83888,4.0,1410048000
2,31909,5.0,1410048000
2,42013,3.0,1409875200
2,34310,1.0,1409529600
2,20492,5.0,1409184000
2,43180,1.0,1408752000
2,46784,5.0,1408665600
2,62155,5.0,1408233600
2,358,5.0,1408060800
2,100656,1.0,1407888000
2,41434,5.0,1407715200
2,106331,4.0,1407628800
2,109649,5.0,1407283200
2,1031,5.0,1406937600
2,29063,5.0,1406505600
2,71692,5.0,1405468800
2,82615,5.0,1404950400
2,89330,5.0,1404432000
2,11714,5.0,1404259200
2,5114,5.0,1403913600
2,8336,5.0,1403827200
2,90747,1.0,1403049600
2,86639,4.0,1402790400
2,112486,1.0,1402012800
2,31571,5.0,1401840000
2,48930,5.0,1400198400
2,81253,5.0,1400112000
2,38650,3.0,1399939200
2,109279,5.0,1399248000
2,101164,2.0,1399248000
2,20244,5.0,1399248000
2,52002,1.0,1398988800
2,115669,5.0,1398816000
2,91039,5.0,1398470400
2,12991,5.0,1398124800
2,33237,4.0,1397174400
2,39288,4.0,1397001600
2,9862,5.0,1396396800
2,91241,5.0,1396051200
2,18410,5.0,1395446400
2,58749,5.0,1395360000
2,101235,5.0,1393891200
2,98462,5.0,1393545600
2,64539,5.0,1392595200
2,40868,2.0,1392595200
2,36351,5.0,1392422400
2,87795,1.0,1391558400
2,18298,5.0,1390521600
2,52410,1.0,1390348800
2,106886,5.0,1390003200
2,70031,4.0,1389744000
2,121454,5.0,1389657600
2,93719,1.0,1389571200
2,98156,1.0,1389398400
2,58527,4.0,1389398400
2,120953,5.0,1389225600
2,7993,4.0,1388793600
2,8738,5.0,1388534400
2,37425,5.0,1388275200
2,13902,5.0,1388188800
2,67955,4.0,1388188800
2,127459,5.0,1388016000
2,57397,5.0,1388016000
2,81717,1.0,1387756800
2,24404,5.0,1387756800
2,66595,5.0,1387324800
2,93074,5.0,1387324800
2,7743,5.0,1387324800
2,6018,5.0,1386979200
2,52396,5.0,1386720000
2,25514,1.0,1386460800
2,4243,5.0,1386115200
2,85501,5.0,1386028800
2,31302,5.0,1385942400
2,79902,4.0,1385856000
2,47417,5.0,1385683200
2,16804,5.0,1385510400
2,107073,5.0,1384819200
2,72214,5.0,1384646400
2,114205,5.0,1384128000
2,50101,5.0,1384041600
2,17455,5.0,1383696000
2,45777,5.0,1383436800
2,121940,3.0,1383091200
2,23375,5.0,1382313600
2,19585,4.0,1382227200
2,87658,5.0,1381968000
2,79982,5.0,1381795200
2,21754,5.0,1381708800
2,73152,5.0,1381017600
2,54068,5.0,1379980800
2,71584,5.0,1378339200
2,69702,5.0,1378080000
2,20249,5.0,1377820800
2,101250,5.0,1377820800
2,75905,5.0,1377820800
2,54951,4.0,1377734400
2,124571,1.0,1377648000
2,80577,5.0,1377475200
2,2131,5.0,1377043200
2,116578,5.0,1376265600
2,51879,1.0,1374969600
2,103780,5.0,1374710400
2,34021,5.0,1374451200
2,18540,5.0,1374364800
2,19021,5.0,1371081600
2,50180,3.0,1370995200
2,122183,2.0,1370476800
2,48942,5.0,1370390400
2,50847,5.0,1370304000
2,38112,5.0,1368489600
2,77278,5.0,1367539200
2,38813,3.0,1367366400
2,46677,5.0,1365379200
2,61218,4.0,1365120000
2,84744,5.0,1364774400
2,12954,1.0,1364428800
2,23850,5.0,1364342400
2,109951,1.0,1364169600
2,11752,1.0,1363824000
2,68002,5.0,1363737600
2,126571,5.0,1363651200
2,113850,5.0,1363651200
2,13655,5.0,1363651200
2,44724,4.0,1363132800
2,37705,5.0,1363046400
2,9067,5.0,1362960000
2,9772,5.0,1362787200
2,537,5.0,1362700800
2,32135,5.0,1362441600
2,101890,5.0,1362441600
2,80766,5.0,1362355200
2,29530,1.0,1361750400
2,41006,5.0,1361577600
2,46641,1.0,1361404800
2,52372,5.0,1361318400
2,81510,5.0,1361318400
2,52110,5.0,1361145600
2,101219,1.0,1361145600
2,24279,5.0,1360540800
2,92377,5.0,1360368000
2,80298,5.0,1360368000
2,57581,5.0,1359849600
2,11125,5.0,1359676800
2,44726,5.0,1359244800
2,112290,5.0,1358985600
2,81302,5.0,1358899200
2,102820,5.0,1358812800
2,87715,5.0,1358467200
2,109534,5.0,1358380800
2,83449,1.0,1358380800
2,14134,5.0,1358294400
2,123916,5.0,1358294400
2,120789,5.0,1358208000
2,2878,5.0,1358208000
2,94738,3.0,1358121600
2,116614,5.0,1358035200
2,23076,5.0,1357948800
2,86402,5.0,1357948800
2,26879,1.0,1357948800
2,103261,5.0,1357862400
2,109014,5.0,1357689600
2,33419,5.0,1357603200
2,122372,5.0,1357516800
2,124902,5.0,1357516800
2,69922,5.0,1357516800
2,88404,5.0,1357430400
2,103382,5.0,1357430400
2,126171,1.0,1357430400
2,13334,5.0,1357430400
2,58510,1.0,1357344000
2,128369,4.0,1357344000
2,109349,5.0,1357257600
2,16161,5.0,1357257600
2,125429,5.0,1357171200
2,4688,5.0,1357171200
2,4032,5.0,1357171200
2,61410,5.0,1357084800
2,96662,5.0,1356998400
2,122627,1.0,1356825600
2,78541,1.0,1356739200
2,38867,5.0,1356652800
2,65870,1.0,1356652800
2,20862,5.0,1356652800
2,94089,5.0,1356652800
2,4875,5.0,1356566400
2,62194,5.0,1356566400
2,4170,5.0,1356480000
2,35862,5.0,1356480000
2,82878,1.0,1356480000
2,13397,4.0,1356393600
2,98011,5.0,1356393600
2,67204,5.0,1356393600
2,72332,5.0,1355875200
2,86095,5.0,1355788800
2,74434,5.0,1355702400
2,121761,4.0,1355356800
2,54247,5.0,1355356800
2,98841,3.0,1355270400
2,34604,5.0,1355270400
2,55403,5.0,1355184000
2,61762,1.0,1355184000
2,59782,5.0,1355097600
2,48821,1.0,1355097600
2,56845,5.0,1354924800
2,64571,4.0,1354492800
2,82233,5.0,1353974400
2,17136,5.0,1353801600
2,69254,5.0,1353801600
2,72625,2.0,1351814400
2,706,3.0,1350345600
2,46753,5.0,1347840000
2,94635,4.0,1347753600
2,107706,5.0,1347062400
2,66880,4.0,1346976000
2,30711,5.0,1346976000
2,59316,5.0,1346371200
2,38735,5.0,1343174400
2,92468,3.0,1342569600
2,116713,4.0,1342396800
2,97623,5.0,1339632000
2,121256,1.0,1339459200
2,103069,5.0,1339372800
2,46767,1.0,1338336000
2,37171,5.0,1336953600
2,64784,5.0,1336521600
2,25165,5.0,1334793600
2,99691,5.0,1334707200
2,71909,5.0,1334534400
2,84622,5.0,1331769600
2,3184,1.0,1329868800
2,84808,5.0,1329609600
2,30714,1.0,1329523200
2,113127,4.0,1329264000
2,41054,5.0,1328918400
2,98783,1.0,1327449600
2,124705,1.0,1326153600
2,110770,5.0,1325376000
2,25001,5.0,1325203200
2,24886,1.0,1325116800
2,63473,5.0,1324857600
2,10038,1.0,1324771200
2,49112,2.0,1324598400
2,114738,5.0,1324252800
2,39578,5.0,1323820800
2,81573,5.0,1323820800
2,117212,4.0,1323734400
2,73503,1.0,1323734400
2,51802,5.0,1323648000
2,125257,3.0,1323475200
2,70606,5.0,1323388800
2,9051,5.0,1322611200
2,125877,5.0,1317686400
2,34483,5.0,1313107200
2,108489,5.0,1311465600
2,93226,5.0,1310601600
2,124391,1.0,1310342400
2,1329,1.0,1310169600
2,76819,1.0,1309392000
2,40380,1.0,1308441600
2,105239,5.0,1308441600
2,23490,5.0,1308268800
2,58564,5.0,1308009600
2,94604,5.0,1308009600
2,34971,5.0,1307664000
2,56083,5.0,1307491200
2,118304,1.0,1307491200
2,85398,5.0,1307404800
2,109152,4.0,1307404800
2,114103,5.0,1307232000
2,59397,5.0,1307232000
2,110179,5.0,1307145600
2,123254,5.0,1307145600
2,101607,5.0,1306972800
2,92374,5.0,1306886400
2,116616,5.0,1306800000
2,74140,5.0,1306800000
2,36571,5.0,1306800000
2,72853,5.0,1306454400
2,54401,1.0,1306195200
2,98326,3.0,1305936000
2,8991,5.0,1305676800
2,103891,3.0,1305590400
2,51811,5.0,1305331200
2,63733,5.0,1304899200
2,76453,1.0,1304726400
2,105678,5.0,1303948800
2,109426,5.0,1302825600
2,119675,5.0,1302307200
2,115986,4.0,1301702400
2,43002,5.0,1301356800
2,98493,4.0,1300147200
2,63265,1.0,1299024000
2,117170,1.0,1298332800
2,62210,5.0,1298073600
2,17641,1.0,1297987200
2,27948,5.0,1297814400
2,94296,5.0,1297123200
2,1824,1.0,1296950400
2,119465,5.0,1296777600
2,3864,5.0,1296172800
2,118136,5.0,1295913600
2,70645,5.0,1295827200
2,53947,5.0,1295827200
2,115578,5.0,1295568000
2,5107,5.0,1295395200
2,1304,5.0,1295395200
2,47747,5.0,1295308800
2,41167,5.0,1295222400
2,69846,5.0,1295222400
2,124822,5.0,1295136000
2,97720,5.0,1294963200
2,68486,5.0,1294963200
2,8862,1.0,1294963200
2,52171,1.0,1294963200
2,22851,5.0,1294963200
2,17244,3.0,1294876800
2,67509,1.0,1294790400
2,121988,5.0,1294704000
2,54330,5.0,1294704000
2,76709,5.0,1294704000
2,9439,5.0,1294617600
2,78202,5.0,1294444800
2,36087,4.0,1294272000
2,76678,5.0,1293926400
2,107011,1.0,1293753600
2,25323,1.0,1293753600
2,8318,5.0,1293667200
2,50465,3.0,1293580800
2,68290,1.0,1293062400
2,126868,5.0,1292889600
2,128334,5.0,1292716800
2,62086,1.0,1292630400
2,53968,4.0,1292457600
2,2696,5.0,1292112000
2,8527,1.0,1292025600
2,119116,4.0,1291593600
2,1913,1.0,1291248000
2,114267,4.0,1290988800
2,80450,1.0,1290470400
2,50930,2.0,1290470400
2,132,1.0,1290211200
2,7179,5.0,1289865600
2,92970,1.0,1289692800
2,107860,5.0,1289433600
2,43131,5.0,1288656000
2,85575,5.0,1288483200
2,88319,5.0,1288310400
2,48111,5.0,1287532800
2,120583,5.0,1287273600
2,103676,5.0,1287014400
2,45761,1.0,1286323200
